School Name,Degree Level,PGM-CD,Program Name,CIP,Add/Dis/Mov/Red,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Anne Arundel Community College,LOWER DIVISION CERTIFICATE,550505,CYBERCRIME,430116,Approved in 2002,5,6,4,2,9,7,8,7,7,2,0,1,8,5
Anne Arundel Community College,LOWER DIVISION CERTIFICATE,550506,JUVENILE SERVICES RESIDENT ADVISORS,430107,Approved in 2005,3,2,2,3,7,5,2,1,3,2,1,0,0,0
Anne Arundel Community College,LOWER DIVISION CERTIFICATE,550507,JUVENILE SRVCES IN INSTITUTIONAL SU,430107,Approved in 2005,0,2,1,1,3,5,2,3,0,0,1,0,0,0
Anne Arundel Community College,LOWER DIVISION CERTIFICATE,550508,POLICE ACADEMY,430107,Approved in 2018,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Anne Arundel Community College,LOWER DIVISION CERTIFICATE,559901,PARALEGAL STUDIES,220302,Approved in 1988,59,41,59,72,70,77,76,76,67,64,52,42,38,53
Anne Arundel Community College,ASSOCIATE,491001,ARTS & SCIENCES TRANSFER,240101,,1246,1295,1454,1615,1740,1701,1592,1384,1223,1183,1170,1294,1002,1180
Anne Arundel Community College,ASSOCIATE,491003,MATHEMATICS,270101,Approved in 1996,26,35,39,43,53,42,60,58,59,48,47,68,54,28
Anne Arundel Community College,ASSOCIATE,491009,"HEALTH, FITNESS & EXERCISE STUDIES",310501,Approved in 2008,0,0,19,64,107,123,119,153,147,128,122,122,108,107
Anne Arundel Community College,ASSOCIATE,492000,PUBLIC HEALTH PROFESSIONS,512201,Approved in 2011,0,0,0,0,0,8,25,43,33,34,34,40,30,30
Anne Arundel Community College,ASSOCIATE,494001,ENGINEERING TRANSFER,140101,Approved in 2000,178,225,224,268,278,317,387,370,381,351,270,241,229,208
Anne Arundel Community College,ASSOCIATE,494003,ELECTRICAL ENGINEERING (A.S.E.),141001,Approved in 2011,0,0,0,0,0,0,0,0,0,0,55,50,54,50
Anne Arundel Community College,ASSOCIATE,495001,TRANSFER STUDIES,240199,,5096,5180,5339,5704,5913,5855,5695,5167,4791,4697,2956,3009,2827,2375
Anne Arundel Community College,ASSOCIATE,496001,TEACHER EDUCATION TRANSFER,130101,Discontinued in 2010,5,13,0,0,0,0,0,0,0,1,0,0,0,0
Anne Arundel Community College,ASSOCIATE,496009,EARLY CHILDHOOD EDUC/SPECIAL EDUC (,131210,Approved in 2005,85,121,143,185,157,95,41,15,1,0,0,0,0,0
Anne Arundel Community College,ASSOCIATE,496011,ELEM EDUC/ELEMENTARY SPECIAL EDUC(A,131202,Approved in 2001,361,345,301,334,370,434,450,445,415,369,355,337,306,278
Anne Arundel Community College,ASSOCIATE,496030,SECONDARY EDUCATION - CHEMISTRY (AA,131323,Approved in 2005,4,3,3,1,6,5,6,4,6,6,2,6,1,1
Anne Arundel Community College,ASSOCIATE,496031,SECONDARY EDUCATION - MATHEMATICS (,131311,Approved in 2005,13,14,19,19,25,29,29,27,20,18,19,11,9,16
Anne Arundel Community College,ASSOCIATE,496032,SECONDARY EDUCATION - PHYSICS (AAT),131329,Approved in 2006,0,1,1,1,2,3,2,2,3,1,1,1,2,0
Anne Arundel Community College,ASSOCIATE,496033,SECONDARY EDUCATION - SPANISH (AAT),131330,Approved in 2005,6,8,4,5,8,12,19,15,7,6,6,8,7,8
Anne Arundel Community College,ASSOCIATE,496034,SECONDARY EDUCATION-ENGLISH (AAT),131305,Approved in 2008,0,0,11,33,59,63,72,60,49,52,36,29,34,36
Anne Arundel Community College,ASSOCIATE,497001,BUSINESS ADMINISTRATION TRANSFER,520101,,801,858,834,807,756,717,661,563,584,638,619,575,579,580
Anne Arundel Community College,ASSOCIATE,498001,COMPUTER SCIENCE TRANSFER,110101,,325,282,272,324,364,352,338,310,318,359,369,381,331,327
Anne Arundel Community College,ASSOCIATE,500101,BUSINESS MGMT,520201,Approved in 1979,430,462,477,480,523,559,593,555,562,466,416,398,389,369
Anne Arundel Community College,ASSOCIATE,500108,HOMELAND SECURITY MANAGEMENT,520299,Approved in 2006,14,53,77,108,145,194,225,170,140,114,115,104,634,194
Anne Arundel Community College,ASSOCIATE,500110,BUSINESS ENTERPRISE SYSTEMS,111099,Discontinued in 2016,20,0,0,12,7,6,1,1,1,0,0,0,0,0
Anne Arundel Community College,ASSOCIATE,500201,FINANCIAL ACCOUNTING,520301,,93,90,110,112,121,140,111,101,101,105,82,80,63,60
Anne Arundel Community College,ASSOCIATE,500425,ENTREPRENEURSHIP,520701,Approved in 2007,0,10,17,27,39,54,47,43,37,49,46,58,51,70
Anne Arundel Community College,ASSOCIATE,500801,VISUAL ARTS PROFESSIONAL,109999,,86,87,129,154,125,110,88,66,43,18,17,16,173,217
Anne Arundel Community College,ASSOCIATE,501001,HOTEL/RESTAURANT MANAGEMENT,520904,Approved in 1987,181,215,221,203,237,309,326,276,231,190,158,151,37,181
Anne Arundel Community College,ASSOCIATE,501202,VISUAL ARTS TRANSFER,500409,Approved in 2009,0,0,0,12,35,50,55,87,120,129,142,134,80,103
Anne Arundel Community College,ASSOCIATE,510101,"COMPUTER SCIENCE, DATABASE MNGT SYS",521201,,83,80,77,79,86,94,115,107,110,91,109,127,101,72
Anne Arundel Community College,ASSOCIATE,510102,INFORMATION ASSURANCE & CYBERSECURI,111003,Approved in 2005,70,100,113,136,203,304,355,446,469,435,371,401,27,334
Anne Arundel Community College,ASSOCIATE,519903,COMPUTER NETWORK MANAGEMENT,110901,Approved in 1990,95,93,81,84,82,80,71,75,77,82,94,107,4,1
Anne Arundel Community College,ASSOCIATE,519904,GENERAL TECHNOLOGY,521299,Discontinued in 2016,32,23,26,24,20,15,18,18,16,20,7,2,1,0
Anne Arundel Community College,ASSOCIATE,519905,CMP SCI:INTRNT&MOBILE DEVICE SFTWAR,110899,Approved in 2001,48,42,35,55,50,42,33,13,16,11,8,8,38,51
Anne Arundel Community College,ASSOCIATE,520501,MEDICAL LABORATORY TECHNICIAN,511004,Approved in 2007,0,0,17,24,25,22,10,23,23,27,45,48,42,45
Anne Arundel Community College,ASSOCIATE,520701,RADIOLOGIC TECHNOLOGY,510907,Approved in 1991,58,24,3,34,25,29,20,39,33,30,213,231,220,183
Anne Arundel Community College,ASSOCIATE,520801,NURSING,513801,,162,107,156,281,266,286,294,263,314,238,1109,1110,1071,1083
Anne Arundel Community College,ASSOCIATE,521100,SURGICAL TECHNOLOGY,510909,Approved in 2009,0,0,0,0,7,38,60,75,47,17,40,53,59,58
Anne Arundel Community College,ASSOCIATE,521301,HEALTH INFORMATION TECHNOLOGY,510707,Approved in 2009,0,0,0,0,0,14,11,31,43,32,46,38,40,45
Anne Arundel Community College,ASSOCIATE,521401,MEDICAL ASSISTING,510801,Approved in 1982,52,43,52,79,96,68,66,64,58,40,38,54,50,45
Anne Arundel Community College,ASSOCIATE,521600,ADDICTION COUNSELING,511501,Approved in 2008,0,0,0,47,65,84,117,101,104,81,77,85,93,89
Anne Arundel Community College,ASSOCIATE,521601,HUMAN SERVICES,511502,,165,172,164,170,201,223,195,175,134,138,114,81,82,81
Anne Arundel Community College,ASSOCIATE,521901,PHYSICAL THERAPY ASSISTANT,510806,Approved in 1995,32,18,18,29,24,21,18,26,26,24,119,121,96,111
Anne Arundel Community College,ASSOCIATE,529910,EMT PARAMEDIC,511004,Approved in 1981,2,2,4,5,3,3,4,15,13,9,45,51,36,57
Anne Arundel Community College,ASSOCIATE,529915,AGING STUDIES,319999,Discontinued in 2016,5,2,6,5,10,6,17,6,13,4,5,3,1,0
Anne Arundel Community College,ASSOCIATE,529916,MASSAGE THERAPY,150701,Approved in 2000,66,47,50,54,52,49,50,40,32,30,47,41,20,33
Anne Arundel Community College,ASSOCIATE,530401,ARCHITECTURE AND INTERIOR DESIGN,151303,,298,304,241,232,217,210,218,161,163,152,162,172,156,175
Anne Arundel Community College,ASSOCIATE,531001,ELECTRONICS ENGINEERING TECH,150303,,64,57,69,67,76,68,62,48,46,38,38,36,39,36
Anne Arundel Community College,ASSOCIATE,531004,MECHATRONICS TECHNOLOGY,144201,Approved in 2014,0,0,0,0,0,0,0,0,12,42,54,51,53,51
Anne Arundel Community College,ASSOCIATE,531700,CONSTRUCTION MANAGEMENT,522001,Approved in 2017,0,0,0,0,0,0,0,0,0,0,0,10,28,37
Anne Arundel Community College,ASSOCIATE,550301,EARLY CHILDHOOD DEVELOPMENT,190708,Approved in 1994,122,106,86,87,110,121,103,125,117,111,95,75,61,53
Anne Arundel Community College,ASSOCIATE,550501,LAW ENFORCEMENT & CRIMINAL JUSTICE,430107,,207,215,213,253,316,327,306,245,237,229,167,150,145,148
Anne Arundel Community College,ASSOCIATE,550503,FORENSIC STUDIES,430107,Approved in 2002,90,96,108,124,119,125,108,95,81,87,76,74,78,88
Anne Arundel Community College,ASSOCIATE,550505,CYBERCRIME,430116,Approved in 2002,24,32,20,27,37,44,46,41,32,18,9,12,11,14
Anne Arundel Community College,ASSOCIATE,550506,JUVENILE JUSTICE,430107,Approved in 2005,10,15,23,22,25,44,28,23,19,18,12,6,11,10
Anne Arundel Community College,ASSOCIATE,550701,FIRE MANAGEMENT,430201,Approved in 2000,4,10,7,5,4,2,2,2,2,4,5,2,2,1
Anne Arundel Community College,ASSOCIATE,559901,PARALEGAL STUDIES,220302,Approved in 1988,115,117,107,119,125,124,157,139,146,130,106,90,79,79
Anne Arundel Community College,ASSOCIATE,559910,LAW AND JURISPRUDENCE,220001,Approved in 2002,78,66,73,95,74,71,74,39,40,45,33,35,25,33
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,491001,ARTS & SCIENCES TRANSFER,240101,,0,0,0,0,10,12,0,8,12,14,20,0,4,8
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,491003,MATHEMATICS,270101,,0,0,0,0,3,4,0,5,6,8,11,0,0,4
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,491004,ENVIRONMENTAL MONITORING & ASSESSME,240101,,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,491005,ECOSYSTEM RESTORATION,240101,,0,0,0,0,0,0,0,1,2,0,2,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,491009,"HEALTH, FITNESS & EXERCISE STUDIES",310501,,0,0,0,0,0,2,0,1,2,4,2,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,492000,PUBLIC HEALTH PROFESSIONS,512201,,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,494001,ENGINEERING TRANSFER,140101,,0,0,0,0,3,3,0,6,10,8,2,0,2,5
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,494003,ELECTRICAL ENGINEERING (A.S.E.),141001,,0,0,0,0,0,0,0,0,0,0,2,0,2,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,495001,TRANSFER STUDIES,240199,,0,0,0,0,37,52,0,67,82,111,101,20,42,28
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,495002,TRANSFER STUDIES,240199,,0,0,0,0,0,0,0,2,0,4,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,496011,ELEM EDUC/ELEMENTARY SPECIAL EDUC(A,131202,,0,0,0,0,2,2,0,3,1,0,1,0,0,2
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,496034,SECONDARY EDUCATION-ENGLISH (AAT),131305,,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,497001,BUSINESS ADMINISTRATION TRANSFER,520101,,0,0,0,0,1,2,0,2,0,6,2,0,3,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,498001,COMPUTER SCIENCE TRANSFER,110101,,0,0,0,0,1,3,0,7,1,3,5,0,5,6
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,500101,BUSINESS MGMT,520201,,0,0,0,0,4,1,0,8,15,11,15,0,2,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,500108,HOMELAND SECURITY MANAGEMENT,520299,,0,0,0,0,0,0,0,0,2,2,1,0,5,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,500201,FINANCIAL ACCOUNTING,520301,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,500203,BUSINESS ACCOUNTANT,520305,,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,500409,RETAIL MANAGEMENT,521803,,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,500425,ENTREPRENEURSHIP,520701,,0,0,0,0,0,0,0,0,2,7,3,0,2,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,500801,VISUAL ARTS PROFESSIONAL,109999,,0,0,0,0,1,0,0,0,1,1,1,0,3,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,501001,HOTEL/RESTAURANT MANAGEMENT,520904,,0,0,0,0,0,2,0,1,1,1,0,0,0,4
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,501003,BAKING AND PASTRY ARTS,190505,,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,501202,VISUAL ARTS TRANSFER,500409,,0,0,0,0,1,1,0,1,0,2,0,0,0,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,509908,"TRNSPRTATION, LOGISTICS & CARGO SEC",520209,,0,0,0,0,0,0,0,0,1,0,3,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,510101,"COMPUTER SCIENCE, DATABASE MNGT SYS",521201,,0,0,0,0,1,2,0,2,0,3,1,0,1,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,510102,INFORMATION ASSURANCE & CYBERSECURI,111003,,0,0,0,0,0,0,0,3,0,2,2,0,0,2
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,510104,ADVANCED NETWORK SECURITY,111003,,0,0,0,0,0,0,0,1,0,2,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,510105,CISCO CERTIFIED NETWORK ASSOC (CCNA,111003,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,510107,NETWORK SECURITY,111003,,0,0,0,0,0,0,0,2,2,0,3,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,510109,CYBER TECHNOLOGY,111003,,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,510110,ADVANCED DIGITAL FORENSICS,111003,,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,519903,COMPUTER NETWORK MANAGEMENT,110901,,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,519904,GENERAL TECHNOLOGY,521299,,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,520501,MEDICAL LABORATORY TECHNICIAN,511004,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,520701,RADIOLOGIC TECHNOLOGY,510907,,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,520801,NURSING,513801,,0,0,0,0,0,0,0,1,2,0,8,0,4,5
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,521100,SURGICAL TECHNOLOGY,510909,,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,521401,MEDICAL ASSISTING,510801,,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,521600,ADDICTION COUNSELING,511501,,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,521601,HUMAN SERVICES,511502,,0,0,0,0,0,0,0,2,2,0,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,521901,PHYSICAL THERAPY ASSISTANT,510806,,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,529908,PHYSICIAN ASSISTANT,510912,,0,0,0,0,0,0,0,0,0,0,2,0,1,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,529910,EMT PARAMEDIC,511004,,0,0,0,0,0,0,0,0,0,0,2,0,1,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,529916,MASSAGE THERAPY,150701,,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,530301,DESIGNING AND DRAFTING TECH,151301,,0,0,0,0,0,0,0,1,2,1,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,530401,ARCHITECTURE AND INTERIOR DESIGN,151303,,0,0,0,0,1,0,0,0,1,1,1,0,1,2
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,530407,ARCHITECTURE AND INTERIOR DESIGN,500408,,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,531001,ELECTRONICS ENGINEERING TECH,150303,,0,0,0,0,2,0,0,3,0,1,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,531003,MECHATRONICS TECHNOLOGY,144201,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,531004,MECHATRONICS TECHNOLOGY,144201,,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,550301,EARLY CHILDHOOD DEVELOPMENT,190708,,0,0,0,0,0,1,0,1,0,0,0,0,0,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,550302,SPECIAL EDUCATION SUPPORT,131001,,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,550501,LAW ENFORCEMENT & CRIMINAL JUSTICE,430107,,0,0,0,0,1,4,0,6,5,5,3,0,1,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,550503,FORENSIC STUDIES,430107,,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,550505,CYBERCRIME,430116,,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,559901,PARALEGAL STUDIES,220302,,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,559910,LAW AND JURISPRUDENCE,220001,,0,0,0,0,0,1,0,3,1,1,0,0,2,1
Anne Arundel Community College,NON-DEGREE UNDERGRADUATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,2895,2861,2657,2744,2657,2623,2574,2338,2049,2088,2083,1788,2079,2299
Baltimore City Community College,UNKNOWN DEGREE LEVEL,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,51002,TRANSPORTATION & SUPPLY CHAIN MNGT,520209,Approved in 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Baltimore City Community College,LOWER DIVISION CERTIFICATE,496001,SUBSTITUTE TEACHER,130101,Discontinued in 2018,2,1,3,0,0,0,0,0,0,0,0,1,0,3
Baltimore City Community College,LOWER DIVISION CERTIFICATE,496002,SPECIAL EDUCATION ASSISTANT,131001,Approved in 2001,0,0,0,2,2,1,0,0,1,0,0,0,0,4
Baltimore City Community College,LOWER DIVISION CERTIFICATE,500201,ACCOUNTING,520301,Approved in 1990,22,18,18,14,17,11,5,11,6,9,1,4,11,9
Baltimore City Community College,LOWER DIVISION CERTIFICATE,500301,PERSONAL FINANCIAL MGT.,520803,Discontinued in 2011,1,3,2,3,0,0,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,500401,BUSINESS-REAL ESTATE,520803,Discontinued in 2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,500402,MGT/LEADERSHIP,520201,Discontinued in 2011,3,1,4,3,5,1,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,500425,ENTREPRENEURSHIP,520299,Discontinued in 2011,17,16,10,9,8,2,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,500501,OFFICE TECHNOLOGY,520401,Discontinued in 2011,11,11,9,3,7,3,0,1,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,500802,"VISUAL, PERFORMING & COMMUNICATION",500501,Discontinued in 2011,0,0,0,2,2,1,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,501202,FASHION DESIGN,500407,,20,23,14,20,16,9,7,24,4,5,6,3,7,9
Baltimore City Community College,LOWER DIVISION CERTIFICATE,510102,CYBER SECURITY AND ASSURANCE,111003,Approved in 2014,0,0,0,0,0,0,0,0,0,0,0,4,0,28
Baltimore City Community College,LOWER DIVISION CERTIFICATE,510103,WEB SITE DEVELOPMENT,111004,Discontinued in 2011,3,11,6,6,5,3,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,510113,DATABASE SYSTEM ADMINISTRATION,521201,Discontinued in 2011,2,5,3,4,3,2,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,510301,COMPUTER INFORMATION SYSTEMS,110103,Discontinued in 2011,23,14,16,23,21,8,0,0,0,2,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,510302,NETWORK SPECIALIST,110901,Discontinued in 2011,8,5,3,3,8,2,0,0,40,44,70,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,510303,INFORMATION TECHNOLOGY BASIC SKILLS,110103,Approved in 2014,0,0,0,0,0,0,0,0,0,0,0,70,81,79
Baltimore City Community College,LOWER DIVISION CERTIFICATE,520901,PRACTICAL NURSING,513901,,9,35,26,33,25,7,1,2,1,1,5,1,1,19
Baltimore City Community College,LOWER DIVISION CERTIFICATE,521102,SURGICAL TECHNOLOGY,510909,Discontinued in 2011,1,1,0,0,2,1,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,521301,CODING SPECIALIST,510707,,8,10,11,11,14,12,13,6,7,13,13,15,15,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,521603,ADDICTION COUNSELING,511501,Approved in 2010,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Baltimore City Community College,LOWER DIVISION CERTIFICATE,529901,EMERGENCY MED. TECH-INTERMEDIATE,510904,Discontinued in 2011,17,7,6,8,1,4,1,1,0,31,32,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,529902,EMERGENCY MEDICAL SERVICES,510904,Approved in 2015,0,0,0,0,0,0,0,0,0,0,0,19,28,12
Baltimore City Community College,LOWER DIVISION CERTIFICATE,529903,PARAMEDIC BRIDGE,510904,Approved in 2015,0,0,0,0,0,0,0,0,0,0,0,0,5,2
Baltimore City Community College,LOWER DIVISION CERTIFICATE,529911,EMERGENCY MEDICAL TECHNICIAN - BASI,510810,Discontinued in 2011,0,0,2,2,1,1,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,530301,COMPUTER-AIDED DRAFT. & DESIGN,151301,Approved in 2011,20,21,12,11,3,2,3,0,0,0,1,1,0,8
Baltimore City Community College,LOWER DIVISION CERTIFICATE,531001,ELECTRONICS TECH,150303,Discontinued in 2011,5,1,5,5,4,1,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,531102,ROBOTICS AND MECHATRONICS,150405,Approved in 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Baltimore City Community College,LOWER DIVISION CERTIFICATE,531701,CONSTRUCTION SUPERVISION,522001,Approved in 2001,5,12,9,12,13,8,4,3,2,2,2,2,2,5
Baltimore City Community College,LOWER DIVISION CERTIFICATE,540100,ENVIRONMENTAL SCIENCE,30104,Discontinued in 2011,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,540401,DIETARY MANAGER,513103,Discontinued in 2011,11,13,13,8,10,4,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,540701,BIOTECHNOLOGY LAB SCIENCE,419999,Approved in 2010,0,0,0,0,0,3,3,5,6,6,6,9,7,11
Baltimore City Community College,LOWER DIVISION CERTIFICATE,540702,LAB ANIMAL SCIENCE,419999,Approved in 2010,0,0,0,0,0,1,5,3,6,4,9,5,15,7
Baltimore City Community College,LOWER DIVISION CERTIFICATE,550101,ALLIED HUMAN SERVICES,511501,Approved in 1992,56,62,60,60,34,39,30,47,63,42,49,42,53,29
Baltimore City Community College,LOWER DIVISION CERTIFICATE,550301,EARLY CHILDHOOD EDUCATION,190708,Approved in 1992,51,55,54,58,51,38,18,17,32,18,11,14,17,23
Baltimore City Community College,LOWER DIVISION CERTIFICATE,550501,PUBLIC SAFETY,430107,Discontinued in 1983,12,0,0,0,0,0,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,550502,LAW ENFORCEMENT & CORRECTIONAL ADMN,430102,Discontinued in 2011,0,10,12,4,8,2,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,550701,FIRE SCIENCE TECHNOLOGY,430204,Discontinued in 2011,0,0,19,0,0,0,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,559901,LEGAL ASSISTANT,220302,Discontinued in 2011,12,10,9,8,5,2,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,559906,LEGAL NURSE CONSULTANT,220302,Discontinued in 2011,0,2,4,1,8,4,0,0,0,0,0,0,0,0
Baltimore City Community College,LOWER DIVISION CERTIFICATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,15,21,12,48,67,13,2,0,0,0,4,0,22,5
Baltimore City Community College,ASSOCIATE,51001,TRANSPORTATION AND SUPPLY CHAIN MNG,520209,Approved in 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Baltimore City Community College,ASSOCIATE,491001,ARTS & SCIENCES TRANSFER,240101,,396,385,403,385,453,442,328,232,257,215,257,249,310,239
Baltimore City Community College,ASSOCIATE,494001,ENGINEERING TRANSFER,140101,,22,38,74,95,92,104,104,113,139,132,100,96,121,95
Baltimore City Community College,ASSOCIATE,494003,ELECTRICAL ENGINEERING,141001,Approved in 2013,0,0,0,0,0,0,0,0,0,0,0,0,0,26
Baltimore City Community College,ASSOCIATE,495001,GENERAL STUDIES TRANSFER,240102,,3078,2905,3009,3020,3173,3279,2571,2414,2296,1859,1665,1458,1504,2059
Baltimore City Community College,ASSOCIATE,496001,TEACHER EDUCATION TRANSFER,130101,,120,122,96,92,78,57,41,51,48,28,22,14,14,26
Baltimore City Community College,ASSOCIATE,496011,ELEM EDUC/GENERIC SPEC EDUC PREK-12,131202,Approved in 2007,0,0,0,0,0,0,0,0,0,0,0,0,0,20
