School Name,Degree Level,PGM-CD,Program Name,CIP,Add/Dis/Mov/Red,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Univ. of MD, Baltimore",MASTERS,42600,"TOXICOLOGY (W/ UMBC,UMCP & UMES)",261004,Approved in 1984,7,6,3,7,6,5,3,1,2,1,1,4,4,2
"Univ. of MD, Baltimore",MASTERS,120100,PALLIATIVE CARE,511599,Approved in 2016,0,0,0,0,0,0,0,0,0,0,0,61,119,108
"Univ. of MD, Baltimore",MASTERS,120300,MASTER OF SCIENCE NURSING,513808,,591,712,866,915,858,850,834,853,716,540,496,512,511,520
"Univ. of MD, Baltimore",MASTERS,120511,ORAL PATHOLOGY - DENTAL PROGRAM,510503,,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"Univ. of MD, Baltimore",MASTERS,120730,EPIDEMIOLOGY AND CLINICAL RESEARCH,261309,Approved in 1982,17,9,20,17,18,23,25,25,24,13,15,18,17,19
"Univ. of MD, Baltimore",MASTERS,120732,FORENSIC MEDICINE,430106,Approved in 2014,0,0,0,0,0,0,0,0,0,0,9,14,13,14
"Univ. of MD, Baltimore",MASTERS,121300,DENTAL HYGIENE,510602,Approved in 1983,8,9,7,9,12,13,9,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",MASTERS,121410,PUBLIC HEALTH,512201,Approved in 2004,12,17,18,30,47,47,40,47,33,31,42,46,49,37
"Univ. of MD, Baltimore",MASTERS,121411,HEALTH AND SOCIAL INNOVATION,512201,Approved in 2018,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Univ. of MD, Baltimore",MASTERS,122301,MEDICAL AND RESEARCH TECHNOLOGY,511005,Approved in 1993,16,12,14,15,12,12,11,10,10,7,11,7,2,3
"Univ. of MD, Baltimore",MASTERS,129955,PHARMACEUTICAL HEALTH SERVICES RESE,512002,Approved in 1983,3,1,0,0,0,0,0,0,0,0,1,2,3,2
"Univ. of MD, Baltimore",MASTERS,129957,PHARMACEUTICAL SCIENCES,512010,Approved in 1994,0,0,0,0,0,0,23,0,0,0,0,1,0,6
"Univ. of MD, Baltimore",MASTERS,129958,REGULATORY SCIENCE,512002,Approved in 2013,0,0,0,0,0,0,0,0,56,86,62,51,44,53
"Univ. of MD, Baltimore",MASTERS,129960,HEALTH SCIENCE,510912,Approved in 2013,0,0,0,0,0,0,0,0,39,75,110,91,92,117
"Univ. of MD, Baltimore",MASTERS,129961,PHARMACOMETRICS,512003,Approved in 2013,0,0,0,0,0,0,0,33,36,42,36,42,46,48
"Univ. of MD, Baltimore",MASTERS,140101,MASTERS IN LAW,220201,Approved in 2008,0,0,0,4,5,5,3,5,7,26,31,39,28,22
"Univ. of MD, Baltimore",MASTERS,140102,LAW (W/UMCP),220201,Approved in 2014,0,0,0,0,0,0,0,0,0,29,86,72,38,28
"Univ. of MD, Baltimore",MASTERS,149900,CYBERSECURITY LAW,220201,Approved in 2016,0,0,0,0,0,0,0,0,0,0,0,20,34,29
"Univ. of MD, Baltimore",MASTERS,149901,HOMELAND SECURITY & CRISIS MANAGEME,220201,Approved in 2016,0,0,0,0,0,0,0,0,0,0,0,13,23,20
"Univ. of MD, Baltimore",MASTERS,210400,SOCIAL WORK,440701,,839,879,845,858,921,944,911,894,951,957,994,996,988,931
"Univ. of MD, Baltimore",MASTERS,490304,GERONTOLOGY (W/UMBC),301101,Approved in 2000,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Univ. of MD, Baltimore",POST-MASTERS CERTIFICATE,120307,ADULT GERONTOLOGY PRIMARY CARE NP,513803,Approved in 2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Univ. of MD, Baltimore",POST-MASTERS CERTIFICATE,120309,PSYCHIATRIC MENTAL HEALTH NP/FAMILY,513810,Approved in 2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Univ. of MD, Baltimore",CERTIFICATE OF ADVANCED STUDY,120513,ADVANCED EDU IN GENERAL DENTISTRY,510502,Redesignated,0,0,0,77,71,73,73,71,72,62,63,61,60,64
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),40100,MOLECULAR MEDICINE,260102,Moved  in   2009,21,29,40,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),40830,PATHOLOGY - MEDICAL PROGRAM,260910,Discontinued in 2006,13,9,5,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),40930,PHARMACOLOGY & EXPERIMENTAL THERAPE,261001,Discontinued in 2006,16,13,4,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),41030,PHYSIOLOGY - MEDICAL PROGRAM,260901,Discontinued in 2006,17,12,11,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),41130,MICROBIOLOGY - MEDICAL PROGRAM,260502,Moved  in   2009,42,38,42,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),41211,BIOMEDICAL SCIENCES-DENTAL SCHOOL,510501,Moved  in   2009,7,10,8,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),41230,ANATOMY - MEDICAL PROGRAM,261502,Discontinued in 2006,3,3,3,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),41430,BIOLOGICAL CHEMISTRY - MEDICAL PROG,260902,Moved  in   2009,26,22,25,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),41701,MOLECULAR & CELL BIOLOGY (W/UMBC),260204,Discontinued in 2006,24,19,11,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),41800,"MARINE-ESTUARINE-ENV SC(W/UMBC,UMCP",261302,Moved  in   2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),42230,HUMAN GENETICS,260806,Discontinued in 2006,7,5,4,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),42530,"NEUROSCI/COGNITIVE SCI (W/UMBC,UMCP",261501,Moved  in   2009,42,45,51,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),42600,"TOXICOLOGY (W/ UMBC,UMCP & UMES)",261004,Moved  in   2009,18,15,19,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),120300,NURSING,513808,Moved  in   2009,65,72,62,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),120302,NURSING PRACTICE,513818,Moved  in   2009,19,45,62,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),120511,ORAL PATHOLOGY-DENTAL PROGRAM,510503,Moved  in   2009,6,5,5,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),120731,EPIDEMIOLOGY,261309,Moved  in   2009,33,27,31,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),121200,PHYSICAL REHABILITATION SCIENCE,512312,Moved  in   2009,9,10,6,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),121201,PHYSICAL THERAPY,512308,Moved  in   2009,140,156,155,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),121202,PHYSICAL THERAPY,512308,Moved  in   2009,54,41,40,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),129955,PHARMACEUTICAL HEALTH SERVICES RESE,512002,Moved  in   2009,24,24,23,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),129957,PHARMACEUTICAL SCIENCES,512003,Moved  in   2009,72,68,62,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),210400,SOCIAL WORK,440701,Moved  in   2009,38,40,32,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE (PRIOR TO 2009),490304,GERONTOLOGY (W/UMBC),301101,Moved  in   2009,12,10,9,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),40100,MOLECULAR MEDICINE,261401,Redesignated App2005,0,0,0,56,63,64,76,79,75,72,68,64,67,67
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),40830,PATHOLOGY-MEDICAL PROGRAM,260910,Discontinued in 2006,0,0,0,3,3,2,1,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),40930,PHARMACOLOGY & EXPERIMENTAL THERAPE,261001,Discontinued in 2006,0,0,0,3,1,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),41030,PHYSIOLOGY - MEDICAL PROGRAM,260901,Discontinued in 2006,0,0,0,10,6,3,1,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),41130,MOLECULAR MICROBIOLOGY & IMMUNOLOGY,260502,Redesignated,0,0,0,43,41,42,43,53,47,47,50,42,38,38
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),41211,BIOMEDICAL SCIENCES-DENTAL SCHOOL,510501,Redesignated App1994,0,0,0,3,1,3,1,1,2,4,7,10,12,16
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),41230,ANATOMY -  MEDICAL PROGRAM,261502,Discontinued in 2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),41430,BIOLOGICAL CHEMISTRY - MEDICAL PROG,260210,Redesignated,0,0,0,30,33,30,32,29,33,32,28,28,28,32
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),41701,MOLECULAR & CELL BIOLOGY,260204,Discontinued in 2006,0,0,0,3,2,2,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),41800,"MARINE-ESTUARINE-ENV SC(W/UMBC,UMCP",261302,Redesignated App1978,0,0,0,0,0,0,0,0,0,0,1,2,4,4
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),42230,HUMAN GENETICS,260806,Discontinued in 2006,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),42530,"NEUROSCI/COGNITIVE SCI (W/UMBC,UMCP",261501,Redesignated App1996,0,0,0,52,51,56,54,53,41,46,47,44,46,57
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),42600,"TOXICOLOGY (W/ UMBC,UMCP & UMES)",261004,Redesignated App1984,0,0,0,22,25,26,28,31,33,27,25,15,13,8
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),120300,NURSING,513808,Redesignated App1978,0,0,0,53,54,49,56,57,55,54,52,48,43,42
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),120511,ORAL PATHOLOGY-DENTAL PROGRAM,510503,Redesignated,0,0,0,5,4,4,6,3,4,4,4,5,4,3
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),120731,EPIDEMIOLOGY & HUMAN GENETICS,261309,Redesignated App1982,0,0,0,39,40,43,43,45,46,46,44,48,45,42
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),121200,PHYSICAL REHABILITATION SCIENCE,512312,Redesignated App1999,0,0,0,8,5,6,6,6,7,7,7,7,6,6
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),129955,PHARMACEUTICAL HEALTH SERVICES RESE,512002,Redesignated App1983,0,0,0,22,24,30,29,27,28,27,27,25,26,28
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),129957,PHARMACEUTICAL SCIENCES,512010,Redesignated App1994,0,0,0,52,46,44,49,52,55,53,61,60,59,62
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),210400,SOCIAL WORK,440701,Redesignated,0,0,0,34,36,42,43,43,45,42,41,40,43,39
"Univ. of MD, Baltimore",DOCTORATE(RESEARCH & SCHOLARSHIP),490304,GERONTOLOGY (W/UMBC),301101,Redesignated App2000,0,0,0,9,12,11,12,10,11,11,11,10,10,12
"Univ. of MD, Baltimore",DOCTORATE(PROFESSIONAL PRACTICE),120302,NURSING PRACTICE,513818,Redesignated App2006,0,0,0,74,67,78,81,89,193,280,366,473,528,556
"Univ. of MD, Baltimore",DOCTORATE(PROFESSIONAL PRACTICE),120400,DENTISTRY,510401,Redesignated,0,0,0,513,519,513,517,521,519,523,529,526,522,523
"Univ. of MD, Baltimore",DOCTORATE(PROFESSIONAL PRACTICE),120600,MEDICINE,511201,Redesignated,0,0,0,645,642,651,663,663,647,651,638,637,650,629
"Univ. of MD, Baltimore",DOCTORATE(PROFESSIONAL PRACTICE),121100,PHARMACY,512001,Redesignated,0,0,0,594,634,643,644,638,638,629,637,626,596,534
"Univ. of MD, Baltimore",DOCTORATE(PROFESSIONAL PRACTICE),121201,PHYSICAL THERAPY,512308,Redesignated App2000,0,0,0,155,155,161,180,173,171,175,180,185,186,192
"Univ. of MD, Baltimore",DOCTORATE(PROFESSIONAL PRACTICE),121202,PHYSICAL THERAPY,512308,Redesignated App2001,0,0,0,17,8,1,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",DOCTORATE(PROFESSIONAL PRACTICE),140100,LAW,220101,Redesignated,0,0,0,954,965,956,908,828,712,646,621,628,639,641
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,40100,MOLECULAR MEDICINE,261401,,1,3,2,1,0,2,3,0,1,3,4,7,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,40830,PATHOLOGY - MEDICAL PROGRAM,510811,,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,41130,MICROBIOLOGY - MEDICAL PROGRAM,260503,,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,41430,BIOLOGICAL CHEMISTRY - MEDICAL PROG,260210,,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,42530,"NEUROSCI/COGNITIVE SCI (W/UMBC,UMCP",261501,,3,1,2,2,1,1,0,0,0,3,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,42600,"TOXICOLOGY (W/ UMBC,UMCP & UMES)",261004,,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,120300,MASTER OF SCIENCE NURSING,513808,,113,125,92,143,107,130,136,98,62,62,59,57,43,38
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,120511,ORAL PATHOLOGY - DENTAL PROGRAM,510503,,0,0,0,0,0,2,1,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,120600,MEDICINE,511201,,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,120730,EPIDEMIOLOGY AND CLINICAL RESEARCH,261309,,6,5,7,4,6,7,8,9,3,0,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,120731,EPIDEMIOLOGY,261309,,7,2,4,2,4,4,2,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,121410,PUBLIC HEALTH,512201,,0,0,0,7,7,6,4,7,3,11,6,5,6,4
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,122301,MEDICAL AND RESEARCH TECHNOLOGY,511005,,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,129955,PHARMACEUTICAL HEALTH SERVICES RESE,512002,,0,4,1,0,1,0,0,0,4,1,2,6,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,129957,PHARMACEUTICAL SCIENCES,512010,,3,5,3,0,0,0,7,3,3,4,6,2,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,140100,LAW,220101,,0,5,0,1,4,3,3,2,2,5,2,6,4,2
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,210400,SOCIAL WORK,440701,,2,2,1,0,2,2,3,0,5,1,1,0,1,1
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,490304,GERONTOLOGY (W/UMBC),301101,,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Univ. of MD, Baltimore",NON-DEGREE GRADUATE,909901,GENERAL UNDECLARED OR UNDECIDED,309999,,0,0,0,0,0,0,0,0,0,1,0,0,9,24
"Univ. of MD, Baltimore",FIRST PROFESSIONAL(PRIOR TO 2009),120400,DENTISTRY,510401,Moved  in   2009,456,479,503,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",FIRST PROFESSIONAL(PRIOR TO 2009),120600,MEDICINE,511201,Moved  in   2009,621,621,632,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",FIRST PROFESSIONAL(PRIOR TO 2009),121100,PHARMACY,512001,Moved  in   2009,480,514,557,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",FIRST PROFESSIONAL(PRIOR TO 2009),140100,LAW,220101,Moved  in   2009,830,832,899,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore",FIRST PROF CERT. (PRIOR TO 2009),120513,POST GRADUATE DENTISTRY,510502,Moved  in   2009,69,67,75,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",UPPER DIVISION CERTIFICATE,50201,PRE-PROFESS. STUDIES IN ACCOUNTING,520301,Approved in 2000,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Univ. of MD, Baltimore County",UPPER DIVISION CERTIFICATE,70204,AUDITING FOR INFORMATION SYSTEMS,111099,Approved in 2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",UPPER DIVISION CERTIFICATE,110101,INTERCULTURAL COMMUNICATION,160101,Approved in 2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,30100,ASIAN STUDIES,50103,Approved in 2011,0,0,0,0,0,12,22,33,40,48,40,46,42,31
"Univ. of MD, Baltimore County",BACHELORS,31300,AMERICAN STUDIES,50102,,104,75,62,58,48,41,34,35,26,22,15,21,25,18
"Univ. of MD, Baltimore County",BACHELORS,40100,BIOLOGICAL SCIENCES,260101,,915,963,989,1045,1137,1297,1485,1622,1656,1660,1588,1602,1578,1565
"Univ. of MD, Baltimore County",BACHELORS,41401,BIOCHEMISTRY & MOLECULAR BIOLOGY,260210,,302,321,374,374,368,381,418,394,430,429,376,323,320,322
"Univ. of MD, Baltimore County",BACHELORS,42000,ENVIRONMENTAL STUDIES,30103,Approved in 2001,26,28,26,34,58,62,63,65,62,50,46,21,5,5
"Univ. of MD, Baltimore County",BACHELORS,42001,ENVIRONMENTAL SCIENCE,30104,Approved in 2001,70,68,71,105,117,135,154,144,148,143,156,62,19,5
"Univ. of MD, Baltimore County",BACHELORS,42002,GEOGRAPHY AND ENVIRONMENTAL STUDIES,30103,Approved in 2015,0,0,0,0,0,0,0,0,0,0,0,33,48,53
"Univ. of MD, Baltimore County",BACHELORS,42003,ENVIRONMENTAL SCIENCE AND GEOGRAPHY,30104,Approved in 2015,0,0,0,0,0,0,0,0,0,0,0,72,120,134
"Univ. of MD, Baltimore County",BACHELORS,49901,TRANSLATIONAL LIFE SCIENCE TECHNOLO,261201,Approved in 2018,0,0,0,0,0,0,0,0,0,0,0,0,2,16
"Univ. of MD, Baltimore County",BACHELORS,49905,BIOINFOMATICS AND COMPUTATIONAL BIO,261103,Approved in 2001,61,48,42,21,29,23,29,40,38,46,43,54,50,51
"Univ. of MD, Baltimore County",BACHELORS,50620,MANAGEMENT OF AGING SERVICES,520299,Approved in 2006,25,40,47,46,40,41,48,44,29,23,22,22,37,29
"Univ. of MD, Baltimore County",BACHELORS,60500,MEDIA & COMMUNICATION STUDIES,90102,Approved in 2007,0,46,111,169,189,212,208,227,253,251,235,236,234,223
"Univ. of MD, Baltimore County",BACHELORS,70100,COMPUTER SCIENCE,110701,Approved in 1981,604,545,559,609,646,687,796,867,966,1003,1067,1152,1372,1418
"Univ. of MD, Baltimore County",BACHELORS,70200,INFORMATION SYSTEMS MANAGEMENT,110401,Approved in 1979,569,523,488,511,542,556,603,628,646,673,757,854,895,900
"Univ. of MD, Baltimore County",BACHELORS,70210,BUSINESS TECHNOLOGY ADMINISTRATION,111099,,103,137,185,211,224,229,239,235,276,298,268,278,290,306
"Univ. of MD, Baltimore County",BACHELORS,80099,COLLEGE OF EDUCATION UNDECIDED,130101,,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,82907,BIOLOGY EDUCATION,131322,Approved in 2014,0,0,0,0,0,0,0,0,0,5,12,15,16,8
"Univ. of MD, Baltimore County",BACHELORS,83403,CHEMISTRY EDUCATION,131323,Approved in 2008,0,0,0,0,3,7,7,8,9,8,7,7,4,4
"Univ. of MD, Baltimore County",BACHELORS,83404,PHYSICS EDUCATION,131329,Approved in 2007,0,0,3,4,8,12,8,8,7,4,4,6,5,4
"Univ. of MD, Baltimore County",BACHELORS,90100,ENGINEERING,140101,Approved in 1984,144,142,140,152,150,139,142,171,174,182,184,134,148,148
"Univ. of MD, Baltimore County",BACHELORS,90600,CHEMICAL ENGINEERING,140701,Approved in 1999,126,136,176,208,225,227,278,281,357,369,326,323,280,253
"Univ. of MD, Baltimore County",BACHELORS,91000,MECHANICAL ENGINEERING,141901,Approved in 1999,397,464,517,506,509,513,527,543,568,574,553,585,619,595
"Univ. of MD, Baltimore County",BACHELORS,99906,COMPUTER ENGINEERING,140901,Approved in 1997,246,220,231,192,240,227,288,326,355,362,332,348,366,339
"Univ. of MD, Baltimore County",BACHELORS,100100,VISUAL & PERFORMING ARTS,500101,Discontinued in 2010,20,11,4,1,1,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,100102,VISUAL ARTS,500799,Approved in 2000,327,329,353,404,410,407,400,304,217,186,143,145,134,156
"Univ. of MD, Baltimore County",BACHELORS,100103,VISUAL ARTS(BFA),500702,Approved in 2009,0,0,0,1,49,64,68,94,113,135,139,137,125,125
"Univ. of MD, Baltimore County",BACHELORS,100105,DESIGN,500401,Approved in 2012,0,0,0,0,0,0,0,34,56,72,75,69,79,65
"Univ. of MD, Baltimore County",BACHELORS,100400,MUSIC PERFORMANCE,500903,Approved in 2015,0,0,0,0,0,0,0,0,0,0,9,28,32,32
"Univ. of MD, Baltimore County",BACHELORS,100500,MUSIC,500901,Approved in 2001,83,94,118,137,113,134,134,127,143,140,133,19,5,1
"Univ. of MD, Baltimore County",BACHELORS,100501,MUSIC COMPOSITION,500904,Approved in 2015,0,0,0,0,0,0,0,0,0,0,3,10,12,9
"Univ. of MD, Baltimore County",BACHELORS,100502,JAZZ STUDIES,500910,Approved in 2015,0,0,0,0,0,0,0,0,0,0,0,13,13,10
"Univ. of MD, Baltimore County",BACHELORS,100503,MUSIC EDUCATION,500912,Approved in 2015,0,0,0,0,0,0,0,0,0,0,0,18,21,19
"Univ. of MD, Baltimore County",BACHELORS,100504,MUSIC TECHNOLOGY,500913,Approved in 2015,0,0,0,0,0,0,0,0,0,0,0,39,43,45
"Univ. of MD, Baltimore County",BACHELORS,100700,THEATRE,500501,,46,48,43,46,49,50,50,56,65,66,72,76,70,64
"Univ. of MD, Baltimore County",BACHELORS,100702,B.F.A. IN ACTING,500506,Approved in 1999,11,23,25,23,19,26,20,19,19,16,17,11,24,28
"Univ. of MD, Baltimore County",BACHELORS,100800,DANCE,500301,Approved in 2001,37,31,40,40,47,42,39,43,44,40,40,38,24,23
"Univ. of MD, Baltimore County",BACHELORS,110100,MODERN LANGUAGES & LINGUISTICS,160101,,153,145,150,150,145,149,145,157,142,123,115,127,131,115
"Univ. of MD, Baltimore County",BACHELORS,120100,HEALTH SCIENCE & POLICY,519999,Approved in 1977,108,111,119,179,218,246,266,303,273,245,248,231,228,212
"Univ. of MD, Baltimore County",BACHELORS,120300,NURSING,513801,Discontinued in 1998,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,120399,PRE-NURSING,511105,,119,96,93,36,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,121199,PRE-PHARMACY,511103,,147,148,116,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,121299,PRE-PHYSICAL THERAPY,512308,,51,46,31,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,121399,PRE-DENTAL HYGIENE,510602,,22,45,35,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,122399,PRE-MEDICAL TECHNOLOGY,510717,,8,10,11,0,0,0,0,0,0,0,0,0,0,0
"Univ. of MD, Baltimore County",BACHELORS,129901,EMERGENCY HEALTH SERVICES (W/UMAB),510904,Approved in 1980,76,72,84,83,109,108,91,86,97,96,85,75,68,63
"Univ. of MD, Baltimore County",BACHELORS,150100,ENGLISH,230101,,274,265,257,254,260,266,280,233,216,210,182,192,183,168
"Univ. of MD, Baltimore County",BACHELORS,150400,ANCIENT STUDIES,302201,,40,48,47,46,45,41,40,27,26,16,15,23,30,31
"Univ. of MD, Baltimore County",BACHELORS,150901,PHILOSOPHY,380101,,62,56,46,29,30,45,37,33,25,25,31,30,34,28
"Univ. of MD, Baltimore County",BACHELORS,170100,MATHEMATICS,270101,,171,174,185,203,215,220,223,263,258,243,269,274,255,230
"Univ. of MD, Baltimore County",BACHELORS,170201,STATISTICS,270501,Approved in 2000,12,15,9,6,15,16,21,32,34,41,50,65,69,62
"Univ. of MD, Baltimore County",BACHELORS,190200,PHYSICS,400801,,99,92,81,96,104,99,112,125,123,121,130,127,128,133
"Univ. of MD, Baltimore County",BACHELORS,190500,"CHEMISTRY,GENERAL & BIOLOGICAL",400501,,125,113,130,157,147,159,124,121,105,104,104,103,119,107
"Univ. of MD, Baltimore County",BACHELORS,200101,PSYCHOLOGY,420101,,765,794,809,833,950,1018,941,971,968,922,900,894,957,986
"Univ. of MD, Baltimore County",BACHELORS,210400,SOCIAL WORK,440701,,308,283,264,300,331,372,357,360,399,385,377,382,347,337
"Univ. of MD, Baltimore County",BACHELORS,220200,CULTURAL ANTHROPOLOGY,450201,Approved in 2000,42,38,40,47,49,66,62,53,33,38,27,29,28,27
"Univ. of MD, Baltimore County",BACHELORS,220400,ECONOMICS,450601,,295,273,235,192,196,199,193,184,164,166,156,163,169,157
